wkt_geom	localityId	localityName	dataId	x	y	latitude	longitude	zone	altitude	horiz_precision	vert_precision	planeType	dip	dipAzimuth	strike	declination	unitId	timedate	notes
Point (739781.9189368300139904 4488495.36807593982666731)	673e7a7ecc74006922a9a4225bfa3fe9	04G	f0258d132286b1edfc1712a02104a3b5	739781.91893683	4488495.36807594	40.5125392	-6.1698305	29T	4.10082239	4.74865156	-1	Bedding	33.5051918	34.61059189	304.6105957	-0.25527954	Qtz	Thu Aug 15 12:30:26 2024	
Point (739779.52735711995046586 4488497.28368304017931223)	673e7a7ecc74006922a9a4225bfa3fe9	04G	f517a4e22bce07d831a14b5af34cd6d1	739779.52735712	4488497.28368304	40.51255712	-6.16985797	29T	4.21575233	4.74865153	-1	Bedding	41.22252274	42.31211472	312.31210327	-0.25527954	Qtz	Thu Aug 15 12:30:19 2024	
Point (739762.83467627002391964 4488510.93255843035876751)	673e7a7ecc74006922a9a4225bfa3fe9	04G	4ae52b811ba9221fb639a300d6be51f5	739762.83467627	4488510.93255843	40.51268476	-6.1700496	29T	4.23542142	4.74865153	-1	Bedding	22.66485023	43.91830826	313.91830444	-0.25527954	Qtz	Thu Aug 15 12:29:43 2024	
Point (739767.69652572995983064 4488490.55530625022947788)	673e7a7ecc74006922a9a4225bfa3fe9	04G	da0dd60f87c2754c153e7c326b63c95c	739767.69652573	4488490.55530625	40.5125	-6.17	29T	13.08820364	3261.10556372	-1	Bedding	25.19314575	24.80519295	294.80517578	-0.25527954	Qtz	Thu Aug 15 12:29:31 2024	
Point (739801.97945413005072623 4488452.34266179986298084)	33e4975a6dd6c913f358dc9502a05cc6	04F	6e21645174e6a0972039f947c4bf95ae	739801.97945413	4488452.3426618	40.51214626	-6.16961029	29T	8.10291172	4.74865153	-1	Bedding	41.5956459	15.22591496	285.22592163	-0.25527954	Qtz	Thu Aug 15 12:21:33 2024	
Point (739806.09592035994865 4488448.24853316973894835)	33e4975a6dd6c913f358dc9502a05cc6	04F	e24399a9323a92ac6d4410866dc85f00	739806.09592036	4488448.24853317	40.51210823	-6.16956331	29T	3.99610472	3.64704449	-1	Bedding	31.16309547	31.91812706	301.91812134	-0.25527954	Qtz	Thu Aug 15 12:21:14 2024	
Point (739863.37094648997299373 4488445.10228785965591669)	33e4975a6dd6c913f358dc9502a05cc6	04F	af39fea78ce1678fbbb693fc47164df7	739863.37094649	4488445.10228786	40.51206336	-6.16888927	29T	5.42888403	5.84942134	-1	Bedding	21.43766403	52.44230652	322.44232178	-0.25527954	Qtz	Thu Aug 15 12:20:08 2024	
Point (739860.53461749001871794 4488446.80156019981950521)	33e4975a6dd6c913f358dc9502a05cc6	04F	b2ca381df6d42301a78dd47eec21c7af	739860.53461749	4488446.8015602	40.51207947	-6.16892206	29T	12.41609573	13.14643973	-1	Bedding	33.03891373	31.73889351	301.7388916	-0.25527954	Qtz	Thu Aug 15 12:20:04 2024	
Point (739875.80639616004191339 4488431.7406682800501585)	33e4975a6dd6c913f358dc9502a05cc6	04F	c20eda9a2ff7c62b2f0b3551ba517afe	739875.80639616	4488431.74066828	40.51193954	-6.16874772	29T	3	4.74865153	-1	Bedding	40.22172928	15.69959068	285.69958496	-0.25527954	Qtz	Thu Aug 15 12:16:19 2024	
Point (739879.45558554003946483 4488432.86418719962239265)	33e4975a6dd6c913f358dc9502a05cc6	04F	405e1114bf6726649adab4cf838022c1	739879.45558554	4488432.8641872	40.5119486	-6.16870428	29T	5.51609453	4.74865153	-1	Bedding	36.44583893	8.75938034	278.75939941	-0.25527954	Qtz	Thu Aug 15 12:16:10 2024	
Point (739753.73849925003014505 4488556.25678285025060177)	6d761a2a3c63eb0debbf2df300da322d	04E	44d11f457a5a8b555e4513727f9c283b	739753.73849925	4488556.25678285	40.51309521	-6.17013968	29T	3.43485693	4.74865153	-1	Bedding	31.62873077	16.94517708	286.94519043	-0.25527954	Ms+Qtz+Ss	Thu Aug 15 11:39:28 2024	
Point (739751.96550125000067055 4488557.42147639021277428)	6d761a2a3c63eb0debbf2df300da322d	04E	91a2225d761b04a31d0330a105b116c3	739751.96550125	4488557.42147639	40.51310621	-6.17016015	29T	3.17182408	4.74865153	-1	Bedding	37.34794235	20.42969513	290.4296875	-0.25527954	Ms+Qtz+Ss	Thu Aug 15 11:39:21 2024	
Point (739753.74974213994573802 4488556.68294909968972206)	6d761a2a3c63eb0debbf2df300da322d	04E	4f1b2d0cae34ca0f4a2e73503bbeef0b	739753.74974214	4488556.6829491	40.51309905	-6.17013939	29T	3.08640528	4.74865153	-1	Bedding	29.00422668	20.2012291	290.20123291	-0.25527954	Ms+Qtz+Ss	Thu Aug 15 11:38:41 2024	
Point (739719.23512899002525955 4488662.89118271972984076)	6d761a2a3c63eb0debbf2df300da322d	04E	a94f444020123a2b2bf1503c379a3f6b	739719.23512899	4488662.89118272	40.51406468	-6.1705061	29T	3.249295	2.84556775	-1	Bedding	16.34784126	353.54211426	263.54211426	-0.25527954	Ms+Qtz+Ss	Thu Aug 15 11:25:22 2024	
Point (739718.86622283002361655 4488662.72857560031116009)	6d761a2a3c63eb0debbf2df300da322d	04E	019d2131bb233832d0660604b9364fef	739718.86622283	4488662.7285756	40.51406332	-6.17051051	29T	8.18349838	6.89472047	-1	Bedding	17.03679466	358.64151001	268.64151001	-0.25527954	Ms+Qtz+Ss	Thu Aug 15 11:25:18 2024	
Point (739715.33008990995585918 4488661.99267319031059742)	6d761a2a3c63eb0debbf2df300da322d	04E	c710cecc5e5c5ec6920e8888f97dfb8f	739715.33008991	4488661.99267319	40.51405772	-6.17055248	29T	3.56217007	4.74865153	-1	Bedding	11.16717529	6.60050106	276.60049438	-0.25527954	Ms+Qtz+Ss	Thu Aug 15 11:23:48 2024	
Point (739715.0594614299479872 4488660.74836837965995073)	6d761a2a3c63eb0debbf2df300da322d	04E	fcb7196d5973f8464424ea561c0209ee	739715.05946143	4488660.74836838	40.5140466	-6.17055614	29T	3.09550539	4.74865153	-1	Bedding	19.12035179	350.60601807	260.60601807	-0.25527954	Ms+Qtz+Ss	Thu Aug 15 11:23:18 2024	
Point (739715.51819863996934146 4488663.72946169041097164)	6d761a2a3c63eb0debbf2df300da322d	04E	70d8d6ace22365cd6a7ff8dd2824efc1	739715.51819864	4488663.72946169	40.5140733	-6.1705496	29T	4.71858067	3.70879152	-1	Bedding	20.30565834	348.58978271	258.58978271	-0.25527954	Ms+Qtz+Ss	Thu Aug 15 11:22:49 2024	
Point (739714.377798379980959 4488662.2068182397633791)	6d761a2a3c63eb0debbf2df300da322d	04E	7f68d17f3444941bbf9501cae6876e1f	739714.37779838	4488662.20681824	40.51405992	-6.17056362	29T	4.55854604	2.86890682	-1	Bedding	19.99098206	8.9454813	278.94549561	-0.25527954	Ms+Qtz+Ss	Thu Aug 15 11:22:45 2024	
Point (739697.98595478001516312 4488703.71122703980654478)	d4af5b1268e2b4c80a98cb8741202891	04D	7c982a01726375b8f3321889f4da15b7	739697.98595478	4488703.71122704	40.51443812	-6.17074117	29T	3.23704567	4.74865151	-1	Bedding	22.89083099	10.6087389	280.60873413	-0.25527954	Ms+Qtz+Ss	Thu Aug 15 11:09:18 2024	
Point (739697.43455000000540167 4488696.07716676034033298)	d4af5b1268e2b4c80a98cb8741202891	04D	56620b0c03c349000faf503d9f6e9390	739697.43455	4488696.07716676	40.51436958	-6.17075056	29T	3.20904576	4.74865153	-1	Bedding	10.78750324	26.98498344	296.98498535	-0.25527954	Ms+Qtz+Ss	Thu Aug 15 11:08:59 2024	
Point (739697.36093468999024481 4488698.83327593002468348)	d4af5b1268e2b4c80a98cb8741202891	04D	4f127d0ceee94b0290c081e3b5330746	739697.36093469	4488698.83327593	40.5143944	-6.17075038	29T	3	4.74865153	-1	Bedding	17.10647583	15.97907162	285.97906494	-0.25527954	Ms+Qtz+Ss	Thu Aug 15 11:08:37 2024	
Point (739696.97983780002687126 4488697.35831809975206852)	d4af5b1268e2b4c80a98cb8741202891	04D	28b3c9ad3428b85161ff57de4703eb9d	739696.9798378	4488697.3583181	40.51438124	-6.17075544	29T	6.37787666	4.74865153	-1	Bedding	17.51256561	20.16314888	290.16314697	-0.25527954	Ms+Qtz+Ss	Thu Aug 15 11:08:31 2024	
Point (739696.18855283001903445 4488699.76416783034801483)	d4af5b1268e2b4c80a98cb8741202891	04D	b75a3fd8515ed23a6f81209052ca9d50	739696.18855283	4488699.76416783	40.51440312	-6.17076385	29T	6.841724	4.87137831	-1	Bedding	11.077775	7.42641163	277.42642212	-0.25527954	Ms+Qtz+Ss	Thu Aug 15 11:08:22 2024	
Point (739697.17234044999349862 4488701.47805344965308905)	d4af5b1268e2b4c80a98cb8741202891	04D	b4894b185a11ae88de4c932a9e250a5c	739697.17234045	4488701.47805345	40.51441826	-6.17075161	29T	3	2.46954519	-1	Bedding	14.72805691	1.29486716	271.29486084	-0.25527954	Ms+Qtz+Ss	Thu Aug 15 11:08:12 2024	
Point (739799.69420327001716942 4488956.40417519956827164)	5fb0266a5ae28bc26a7e81d540832821	04C	c88354ea2d8bcf85938be8370a66ff52	739799.69420327	4488956.4041752	40.51668245	-6.16944636	29T	3	4.7486515	-1	Bedding	25.39365578	179.12475586	89.12475586	-0.25527954	Qtz	Thu Aug 15 10:52:01 2024	
Point (739807.16899849998299032 4488958.69374480005353689)	5fb0266a5ae28bc26a7e81d540832821	04C	efd1b9b42d450442c5dc37069aa15cb8	739807.1689985	4488958.6937448	40.5167009	-6.16935736	29T	3	4.74865152	-1	Bedding	22.29801941	176.31134033	86.31134033	-0.25527954	Qtz	Thu Aug 15 10:51:50 2024	
Point (739807.21009873994626105 4488961.86340663954615593)	5fb0266a5ae28bc26a7e81d540832821	04C	292f688bad250a02802d16addf73294b	739807.21009874	4488961.86340664	40.5167294	-6.16935568	29T	6.39733816	4.74865153	-1	Bedding	19.99518013	180.18580627	90.18580627	-0.25527954	Qtz	Thu Aug 15 10:51:36 2024	
Point (739814.47203310998156667 4488960.70654406026005745)	5fb0266a5ae28bc26a7e81d540832821	04C	a7b4c8b04db875c59ba3f7ec5d3e5790	739814.47203311	4488960.70654406	40.5167169	-6.1692705	29T	8.40897826	4.74865153	-1	Bedding	26.0225811	151.4019165	61.4019165	-0.25527954	Qtz	Thu Aug 15 10:51:26 2024	
Point (739818.07376842002850026 4488957.36526123993098736)	5fb0266a5ae28bc26a7e81d540832821	04C	540d904348f16cddf8ff847e0574eff8	739818.07376842	4488957.36526124	40.51668579	-6.1692293	29T	3	2.4581274	-1	Bedding	25.00262833	156.37002563	66.37002563	-0.25527954	Qtz	Thu Aug 15 10:51:13 2024	
Point (739821.38203556998632848 4488957.25764503981918097)	5fb0266a5ae28bc26a7e81d540832821	04C	fc2b9e529e88405d6bd754bfd79550dc	739821.38203557	4488957.25764504	40.51668387	-6.16919033	29T	3	4.74865153	-1	Bedding	29.48029327	162.58132935	72.58132935	-0.25527954	Qtz	Thu Aug 15 10:49:23 2024	
Point (739796.32765451003797352 4488913.66149417031556368)	1db41b6c1ac8842ff2a4167e6ffaf21e	04B	a51381d7da6c79c53842f074d5b18d0a	739796.32765451	4488913.66149417	40.51629883	-6.16950224	29T	7.24895954	10.99933561	-1	Bedding	14.24669838	165.84382629	75.84382629	-0.25527954	Ms+Qtz+Ss	Thu Aug 15 09:59:59 2024	
Point (739805.94588254997506738 4488909.97501016966998577)	1db41b6c1ac8842ff2a4167e6ffaf21e	04B	7ad6de3449110fdb2ac2839a46fa3299	739805.94588255	4488909.97501017	40.51626288	-6.16939023	29T	3.17114479	4.74865153	-1	Bedding	13.59794903	170.55387878	80.55387878	-0.25527954	Ms+Qtz+Ss	Thu Aug 15 09:59:28 2024	
Point (739807.49592105997726321 4488909.18284314032644033)	1db41b6c1ac8842ff2a4167e6ffaf21e	04B	a1864cd99b289c67532d1aae89a4aef1	739807.49592106	4488909.18284314	40.5162553	-6.16937226	29T	7.97013065	4.74865153	-1	Bedding	13.87197495	201.74797058	111.74797058	-0.25527954	Ms+Qtz+Ss	Thu Aug 15 09:59:12 2024	
Point (739805.6839232100173831 4488913.5027630003169179)	1db41b6c1ac8842ff2a4167e6ffaf21e	04B	3e3ebf69ba62551eec26937dac760e71	739805.68392321	4488913.502763	40.5162947	-6.16939199	29T	3.48577332	4.12473419	-1	Bedding	21.9797821	187.09199524	97.09199524	-0.25527954	Ms+Qtz+Ss	Thu Aug 15 09:58:59 2024	
Point (739798.30640433996450156 4488916.26947697997093201)	1db41b6c1ac8842ff2a4167e6ffaf21e	04B	a1111ab67c453c3395905f5b1659cd81	739798.30640434	4488916.26947698	40.51632172	-6.16947792	29T	3.28990027	4.74865153	-1	Bedding	14.68779755	184.38423157	94.38423157	-0.25527954	Ms+Qtz+Ss	Thu Aug 15 09:57:50 2024	
Point (739797.806297029950656 4488913.62554221972823143)	1db41b6c1ac8842ff2a4167e6ffaf21e	04B	2b40afdf9078a0dff9357722ab64fb3b	739797.80629703	4488913.62554222	40.51629808	-6.16948482	29T	3.33202822	4.74865153	-1	Bedding	13.94389248	193.73042297	103.73042297	-0.25527954	Ms+Qtz+Ss	Thu Aug 15 09:57:35 2024	
Point (739798.39808491000439972 4488912.79819106962531805)	1db41b6c1ac8842ff2a4167e6ffaf21e	04B	6f10a6bba544a062a50eedaf37a61100	739798.39808491	4488912.79819107	40.51629046	-6.16947815	29T	3	4.74865157	-1	Bedding	13.52847767	180.91508484	90.91508484	-0.25527954	Ms+Qtz+Ss	Thu Aug 15 09:57:28 2024	
Point (739799.84344407997559756 4488894.72017879970371723)	aa4cd0b3b9d6df1645bbe0ca26a97fb1	04A	81686689b6a56a9905efc5f2774d9df1	739799.84344408	4488894.7201788	40.51612738	-6.16946796	29T	3.1955502	3.66223538	-1	Bedding	7.91389942	180.89961243	90.89961243	-0.25527954	Qtz	Thu Aug 15 09:24:11 2024	
Point (739800.68340297997929156 4488853.72325413022190332)	aa4cd0b3b9d6df1645bbe0ca26a97fb1	04A	5de987129e70b6aa744c140a24f04af3	739800.68340298	4488853.72325413	40.51575825	-6.16947358	29T	3.83615405	4.74865153	-1	Bedding	10.69457912	244.75590515	154.75590515	-0.25527954	Qtz	Thu Aug 15 09:23:22 2024	
Point (739800.77803896996192634 4488852.66614738013595343)	aa4cd0b3b9d6df1645bbe0ca26a97fb1	04A	63b9af4a804916070335a515f3dc7489	739800.77803897	4488852.66614738	40.51574871	-6.16947287	29T	4.03606381	4.74865153	-1	Bedding	13.11247444	220.43022156	130.43022156	-0.25527954	Qtz	Thu Aug 15 09:23:12 2024	
Point (739799.02063048002310097 4488840.14913047011941671)	aa4cd0b3b9d6df1645bbe0ca26a97fb1	04A	cb470378af48d0e154f74a233f84b5fd	739799.02063048	4488840.14913047	40.51563659	-6.16949833	29T	4.03801195	4.74865153	-1	Bedding	9.581563	196.38304138	106.38304138	-0.25527954	Qtz	Thu Aug 15 09:22:52 2024	
Point (739799.61602641001809388 4488840.09913146030157804)	aa4cd0b3b9d6df1645bbe0ca26a97fb1	04A	7e1fd2685ae88710608c8afcccaccec5	739799.61602641	4488840.09913146	40.51563597	-6.16949133	29T	4.04650927	4.74865153	-1	Bedding	5.21825933	177.33026123	87.33026123	-0.25527954	Qtz	Thu Aug 15 09:22:49 2024	
Point (739799.33517517999280244 4488837.86377262976020575)	aa4cd0b3b9d6df1645bbe0ca26a97fb1	04A	ac4d1d46f0996bed65fcac0d2baa5f96	739799.33517518	4488837.86377263	40.51561593	-6.16949548	29T	4.53492298	4.74865153	-1	Bedding	12.19461155	166.19152832	76.19152832	-0.25527954	Qtz	Thu Aug 15 09:22:44 2024	
Point (739802.41240997996646911 4488828.15721593983471394)	aa4cd0b3b9d6df1645bbe0ca26a97fb1	04A	d08aa780b31bf5fd7a8a9edcb55d033d	739802.41240998	4488828.15721594	40.5155277	-6.16946288	29T	4.10107441	4.74865153	-1	Bedding	9.01609612	243.13876343	153.13876343	-0.25527954	Qtz	Thu Aug 15 09:22:20 2024	
Point (739800.85087418998591602 4488825.47462058998644352)	aa4cd0b3b9d6df1645bbe0ca26a97fb1	04A	d43590ba2ba4a034b96adb2bda14e1ea	739800.85087419	4488825.47462059	40.51550402	-6.16948231	29T	7.73438644	15.75799869	-1	Bedding	10.82078552	272.63409424	182.63409424	-0.25527954	Qtz	Thu Aug 15 09:22:09 2024	
Point (739797.92451539996545762 4488811.01166830025613308)	aa4cd0b3b9d6df1645bbe0ca26a97fb1	04A	76ae5371387b5a2e0fdf6e2fddf431e3	739797.9245154	4488811.0116683	40.51537473	-6.16952228	29T	4.18269566	4.74865153	-1	Bedding	7.06801224	269.00164795	179.00164795	-0.25527954	Qtz	Thu Aug 15 09:21:49 2024	
Point (739797.06269857997540385 4488809.08145164977759123)	aa4cd0b3b9d6df1645bbe0ca26a97fb1	04A	d92bf3424a6e5b251d87bccad885ed4d	739797.06269858	4488809.08145165	40.51535761	-6.16953318	29T	6.13051224	14	-1	Bedding	4.46263123	182.82258606	92.82258606	-0.25527954	Qtz	Thu Aug 15 09:21:34 2024	
Point (739789.28241868002805859 4488770.39540656004101038)	aa4cd0b3b9d6df1645bbe0ca26a97fb1	04A	698b0074aaa945810e031f1546b8aa08	739789.28241868	4488770.39540656	40.51501176	-6.16963955	29T	9.03404903	14	-1	Bedding	6.88656569	298.01547241	208.01547241	-0.25527954	Qtz	Thu Aug 15 09:20:50 2024	
Point (739791.15151372994296253 4488756.83928283955901861)	aa4cd0b3b9d6df1645bbe0ca26a97fb1	04A	aa7883a57392e5fcdb5664ff7deb9d52	739791.15151373	4488756.83928284	40.51488924	-6.16962265	29T	8.38914204	9.53833159	-1	Bedding	13.13103867	24.81558228	294.81558228	-0.25527954	Qtz	Thu Aug 15 09:20:23 2024	
Point (739790.94932858995161951 4488741.9916000897064805)	aa4cd0b3b9d6df1645bbe0ca26a97fb1	04A	eb73065bbf88be239ced9a1854ab0b30	739790.94932859	4488741.99160009	40.5147557	-6.16963066	29T	3.43307792	4.74865153	-1	Bedding	12.90379143	12.70209122	282.7020874	-0.25527954	Qtz	Thu Aug 15 09:20:06 2024	
Point (739788.45910966000519693 4488737.2315532099455595)	aa4cd0b3b9d6df1645bbe0ca26a97fb1	04A	7ef194fecd173ef31c1f58a13068808c	739788.45910966	4488737.23155321	40.51471359	-6.16966182	29T	4.49846671	4.74865153	-1	Bedding	2.35226083	302.14331055	212.14331055	-0.25527954	Qtz	Thu Aug 15 09:19:38 2024	
Point (739790.31994195003062487 4488707.82645535003393888)	aa4cd0b3b9d6df1645bbe0ca26a97fb1	04A	5298297be5ff27ad5c4ef6212cb1e01d	739790.31994195	4488707.82645535	40.51444847	-6.16965101	29T	4.99934808	4.74865153	-1	Bedding	10.91808319	350.11630249	260.11630249	-0.25527954	Qtz	Thu Aug 15 09:18:08 2024	
Point (739794.11725487001240253 4488686.71664587967097759)	aa4cd0b3b9d6df1645bbe0ca26a97fb1	04A	34c43c54a09db6264a374d8e72935203	739794.11725487	4488686.71664588	40.51425742	-6.16961424	29T	6.47962954	4.74865153	-1	Bedding	19.02132034	350.95974731	260.95974731	-0.25527954	Qtz	Thu Aug 15 09:17:34 2024	
Point (739788.24791958997957408 4488681.90237197000533342)	aa4cd0b3b9d6df1645bbe0ca26a97fb1	04A	0f875f789dcc4e490a1f004b6bd94564	739788.24791959	4488681.90237197	40.5142158	-6.16968526	29T	5.78388691	4.74865153	-1	Bedding	12.71333599	356.17910767	266.17910767	-0.25527954	Qtz	Thu Aug 15 09:16:23 2024	
Point (739786.94690720003563911 4488681.55160676967352629)	aa4cd0b3b9d6df1645bbe0ca26a97fb1	04A	2c08917d5e4dd6337856c3c16f15f2ee	739786.9469072	4488681.55160677	40.51421302	-6.16970073	29T	7.76383014	4.74865153	-1	Bedding	25.1396637	358.10144043	268.10144043	-0.25527954	Qtz	Thu Aug 15 09:16:18 2024	
Point (739790.97842647996731102 4488679.67757914029061794)	aa4cd0b3b9d6df1645bbe0ca26a97fb1	04A	8a14451bde605586ae8dc6eb4a144d88	739790.97842648	4488679.67757914	40.51419499	-6.16965391	29T	3	3.05458806	-1	Bedding	7.80545902	2.37424445	272.37423706	-0.25527954	Qtz	Thu Aug 15 09:16:00 2024	
Point (739760.40979406994301826 4488701.08228872995823622)	aa4cd0b3b9d6df1645bbe0ca26a97fb1	04A	90c1822ca1727f1e33eb97f4cbce11f6	739760.40979407	4488701.08228873	40.51439643	-6.1700062	29T	3.47617254	4.74865153	-1	Bedding	9.73681545	11.74008274	281.74008179	-0.25527954	Qtz	Thu Aug 15 09:06:04 2024	
Point (739762.49305584002286196 4488696.87235585041344166)	aa4cd0b3b9d6df1645bbe0ca26a97fb1	04A	2af4e4cac698f6020fa2cd67bd556bad	739762.49305584	4488696.87235585	40.51435794	-6.16998323	29T	5.90360953	2.11284096	-1	Bedding	9.71907234	24.020401	294.02038574	-0.25527954	Qtz	Thu Aug 15 09:05:15 2024	
Point (739759.98019878997001797 4488700.8087807996198535)	aa4cd0b3b9d6df1645bbe0ca26a97fb1	04A	f61447af555090e234e54a73c2fb0ecd	739759.98019879	4488700.8087808	40.51439409	-6.17001137	29T	5.87428856	4.39918557	-1	Bedding	8.83865356	11.47731781	281.47732544	-0.25527954	Qtz	Thu Aug 15 09:05:05 2024	
Point (739764.02441600000020117 4488710.55497825983911753)	aa4cd0b3b9d6df1645bbe0ca26a97fb1	04A	d999de81f3a3b257b0549425803356b8	739764.024416	4488710.55497826	40.51448062	-6.16996	29T	3	4.74865155	-1	Bedding	16.62581253	3.71558166	273.71557617	-0.25527954	Qtz	Thu Aug 15 09:03:42 2024	
Point (739764.72385534003842622 4488710.64518759027123451)	aa4cd0b3b9d6df1645bbe0ca26a97fb1	04A	d88ddccaf622680327ed70c4dff926d3	739764.72385534	4488710.64518759	40.51448123	-6.16995172	29T	3.19579136	4.74865153	-1	Bedding	6.63999081	317.14517212	227.14517212	-0.25527954	Qtz	Thu Aug 15 09:03:33 2024	
Point (739766.18765813997015357 4488711.32184907980263233)	aa4cd0b3b9d6df1645bbe0ca26a97fb1	04A	c3720579de58382dbcfc2cc1ca840237	739766.18765814	4488711.32184908	40.51448689	-6.16993421	29T	5.48320289	4.74865153	-1	Bedding	10.56043243	334.38531494	244.38531494	-0.25527954	Qtz	Thu Aug 15 09:03:23 2024	
Point (739771.01253614004235715 4488707.07664555031806231)	aa4cd0b3b9d6df1645bbe0ca26a97fb1	04A	284213efefba543d74b91679549c3e7c	739771.01253614	4488707.07664555	40.5144473	-6.16987893	29T	5.91455889	8.1213308	-1	Bedding	9.70837021	353.38208008	263.38208008	-0.25527954	Qtz	Thu Aug 15 09:03:01 2024	
Point (739945.87437555997166783 4489076.04090129025280476)	8da87ea747403c34d5cda1ed0bf7da82	03H	f1f6817b9e6a8df35c467692b7b3eb38	739945.87437556	4489076.04090129	40.51771668	-6.16767754	29T	4.59720331	4.74865155	-1	Bedding	30.35013962	206.85940552	116.85940552	-0.25527954	Qtz	Wed Aug 14 16:46:17 2024	
Point (739945.83818158996291459 4489074.26138633955270052)	8da87ea747403c34d5cda1ed0bf7da82	03H	d0aa3f7ac30825d9f1f63317ea7b0cae	739945.83818159	4489074.26138634	40.51770068	-6.16767864	29T	4.81182392	4.74865153	-1	Bedding	26.14589882	212.44317627	122.44317627	-0.25527954	Qtz	Wed Aug 14 16:46:05 2024	
Point (739944.93668583000544459 4489073.97781615983694792)	8da87ea747403c34d5cda1ed0bf7da82	03H	18d85f9de4e033967a6872813da2022e	739944.93668583	4489073.97781616	40.51769839	-6.16768938	29T	4.34738188	4.74865153	-1	Bedding	28.4871273	236.45111084	146.45111084	-0.25527954	Qtz	Wed Aug 14 16:45:50 2024	
Point (739946.91298510995693505 4489070.6815321296453476)	8da87ea747403c34d5cda1ed0bf7da82	03H	61223ad124beaff9517a478be558e891	739946.91298511	4489070.68153213	40.51766815	-6.16766732	29T	4.77379433	4.74865154	-1	Bedding	28.18946075	221.44552612	131.44552612	-0.25527954	Qtz	Wed Aug 14 16:45:39 2024	
Point (739945.88821473997086287 4489059.9658355601131916)	8da87ea747403c34d5cda1ed0bf7da82	03H	7a018bac4c61d8e8674116ad689809ea	739945.88821474	4489059.96583556	40.51757203	-6.16768347	29T	4.0191189	4.74865153	-1	Bedding	32.44629669	216.4493866	126.4493866	-0.25527954	Qtz	Wed Aug 14 16:45:00 2024	
Point (739947.09639060997869819 4489048.56980604957789183)	8da87ea747403c34d5cda1ed0bf7da82	03H	600da4f8401c3ba4a2dd8ad28ce2eb02	739947.09639061	4489048.56980605	40.51746914	-6.16767354	29T	3.50568159	4.74865153	-1	Bedding	27.8882618	223.63575745	133.63575745	-0.25527954	Qtz	Wed Aug 14 16:44:45 2024	
Point (739946.69985120999626815 4489047.19893985986709595)	8da87ea747403c34d5cda1ed0bf7da82	03H	4308e2501f911e0c44593fdefee32fbe	739946.69985121	4489047.19893986	40.51745692	-6.16767874	29T	4.31999604	4.74865153	-1	Bedding	44.17815018	215.25328064	125.25328064	-0.25527954	Qtz	Wed Aug 14 16:44:39 2024	
Point (739947.53750103001948446 4489039.29739820025861263)	8da87ea747403c34d5cda1ed0bf7da82	03H	e52324382bd8681e67584bb0a84a689b	739947.53750103	4489039.2973982	40.51738558	-6.16767185	29T	4.05646643	4.74865153	-1	Bedding	24.66178322	209.75567627	119.75567627	-0.25527954	Qtz	Wed Aug 14 16:44:12 2024	
Point (739946.98032742994837463 4489039.74789430014789104)	8da87ea747403c34d5cda1ed0bf7da82	03H	b1789a8a966828475e9688cc8b85d7f5	739946.98032743	4489039.7478943	40.5173898	-6.16767825	29T	3.25401331	4.74865153	-1	Bedding	28.08744049	197.09446716	107.09446716	-0.25527954	Qtz	Wed Aug 14 16:44:07 2024	
Point (739949.16091374994721264 4489037.47255195025354624)	8da87ea747403c34d5cda1ed0bf7da82	03H	b8756ce8bc0d454c0ebb626c70a1196c	739949.16091375	4489037.47255195	40.51736869	-6.1676534	29T	3.44227979	4.74865151	-1	Bedding	25.28643227	225.93045044	135.93045044	-0.25527954	Qtz	Wed Aug 14 16:43:57 2024	
Point (739914.35609659005422145 4488974.67785575985908508)	7e9b19187504aa85a0b2ccdc813f953f	03G	26c80c74f6919b32eb25ca212c8cac6e	739914.35609659	4488974.67785576	40.51681373	-6.16808756	29T	4.1083769	4.74865153	-1	Bedding	40.99162292	243.5712738	153.5712738	-0.25527954	Qtz	Wed Aug 14 16:26:56 2024	
Point (739806.16191668005194515 4489008.75302556995302439)	08df869eb851ad71672a7f92d8fdf94d	03F	4860af52200d2a76d339a320a5a6dc30	739806.16191668	4489008.75302557	40.51715162	-6.16935028	29T	3	4.74865153	-1	Bedding	23.31247711	193.97845459	103.97845459	-0.25527954	Qtz	Wed Aug 14 16:18:40 2024	
Point (739807.39170038001611829 4489007.91919125989079475)	08df869eb851ad71672a7f92d8fdf94d	03F	bd1d352b92a8e0d6a5a8a9ef9b7a347f	739807.39170038	4489007.91919126	40.51714376	-6.16933609	29T	3	4.74865153	-1	Bedding	25.20142174	203.06111145	113.06111145	-0.25527954	Qtz	Wed Aug 14 16:18:34 2024	
Point (739813.12963592004962265 4489009.0958602000027895)	08df869eb851ad71672a7f92d8fdf94d	03F	bc096c8d88a70d28c131f3f633b7eaa1	739813.12963592	4489009.0958602	40.51715269	-6.169268	29T	3	4.74865149	-1	Bedding	19.90225601	213.22065735	123.22065735	-0.25527954	Qtz	Wed Aug 14 16:18:20 2024	
Point (739815.02846697997301817 4489013.12140598986297846)	08df869eb851ad71672a7f92d8fdf94d	03F	fb5841f8e32f569af28796296a9a04ab	739815.02846698	4489013.12140599	40.51718836	-6.16924408	29T	3	4.74865144	-1	Bedding	18.29870415	218.03952026	128.03952026	-0.25527954	Qtz	Wed Aug 14 16:18:12 2024	
